loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
3780,5112567,K04043.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.6156052,0.0002109,-0.0002109,131.4952,0.0164,-0.0164,1.149,0.322,-0.178,14.55,1.6,-1.6,1582,328,-328,0.19574,0.288474,-0.170168,0.01114,0.01297,-0.00331,LS+MCMC,34.69,10.39,-8.48,0.0299,,,5.58,,,2202,,,5539.33,4903.21,-2874.79,1.154,0.448,-0.448,253.1,1,662,1,q1_q17_dr25_tce,6770,189,-283,4.15,0.158,-0.193,1.623,0.486,-0.397,1.365,0.196,-0.261,295.31842,40.208961,13.391
3781,2708343,K04111.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.8913182,1.801E-05,-1.801E-05,132.66252,0.00928,-0.00928,0.439,0.017,-0.439,4.374,0.255,-0.255,202.3,13.4,-13.4,0.013008,0.000262,-0.001014,0.15658,0.06297,-0.04247,LS+MCMC,0.9,0.07,-0.08,0.0255,,,81.85,,,983,,,221.36,68.37,-58.34,3.09,1.2,-1.2,17.6,1,709,1,q1_q17_dr25_tce,4476,133,-133,4.627,0.052,-0.024,0.633,0.05,-0.056,0.618,0.074,-0.043,290.33362,37.911171,15.171
3782,3235282,K07649.01,,FALSE POSITIVE,FALSE POSITIVE,0.011,1,0,0,0,494.165759,0.008792,-0.008792,472.0427,0.013,-0.013,0.41,0.073,-0.41,2.239,0.477,-0.477,1440,246,-246,0.03547,0.002649,-0.004049,319.28052,153.52419,-316.7402,LS+MCMC,4.5,1.27,-0.54,1.313,,,89.99,,,265,,,1.17,0.98,-0.39,1603,771,-771,7.4,1,3,1,q1_q17_dr25_tce,6392,179,-224,4.399,0.06,-0.18,1.162,0.327,-0.14,1.232,0.135,-0.185,291.51395,38.365471,15.404
3783,3348090,K04112.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.43585046,1.337E-05,-1.337E-05,132.89661,0.00444,-0.00444,0.471,0.484,-0.264,2.088,0.153,-0.153,60.5,4.7,-4.7,0.007333,0.0002,-0.000508,1.61063,0.72519,-0.65445,LS+MCMC,2.6,0.34,-1.03,0.0413,,,86.61,,,2544,,,9880.82,4220,-6698.7,7.96,3.6,-3.6,14.9,1,553,1,q1_q17_dr25_tce,6501,177,-196,3.613,0.328,-0.082,3.247,0.429,-1.288,1.579,0.209,-0.359,292.92432,38.44228,13.464
3784,9282762,K04113.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.33255441,1.094E-05,-1.094E-05,132.05269,0.00608,-0.00608,0.649,0.297,-0.436,3.828,0.187,-0.187,106.7,8,-8,0.00996,3.4E-05,-0.000984,0.11416,0.09685,-0.09287,LS+MCMC,1.12,0.35,-0.14,0.0245,,,72.87,,,1743,,,2180.2,2031.91,-759.48,2.205,0.935,-0.935,15.1,1,981,1,q1_q17_dr25_tce,6099,171,-236,4.456,0.054,-0.202,1.028,0.324,-0.13,1.098,0.135,-0.151,292.6069,45.701408,15.708
3785,3117046,K04114.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,359.1015,0.01126,-0.01126,415.3142,0.0207,-0.0207,0.317,0.135,-0.317,11.461,0.82,-0.82,496.5,45,-45,0.020691,0.001021,-0.001174,1.83744,0.50327,-0.90664,LS+MCMC,2.37,0.64,-0.28,1.0201,,,89.92,,,285,,,1.56,1.2,-0.5,232.2,63.6,-63.6,12.9,1,4,1,q1_q17_dr25_tce,6373,151,-207,4.438,0.06,-0.18,1.047,0.284,-0.122,1.094,0.143,-0.143,291.56772,38.267109,14.821
3786,6311520,K04115.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.941840589,6.308E-06,-6.308E-06,131.80464,0.00644,-0.00644,1.198,1.245,-0.191,5.06,0.419,-0.419,388.3,21.4,-21.4,0.216872,1.254487,-0.176215,0.04096,0.23207,-0.01528,LS+MCMC,27.05,7.69,-4.15,0.0189,,,15.52,,,2200,,,5547.35,4658.92,-2040.65,1.243,0.587,-0.587,23,1,1446,1,q1_q17_dr25_tce,6419,177,-199,4.33,0.124,-0.186,1.142,0.325,-0.175,1.013,0.156,-0.114,298.67731,41.640282,13.956
3787,5201115,K04044.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.728521892,9.614E-06,-9.614E-06,131.81736,0.00611,-0.00611,0.719,0.201,-0.477,3.361,0.129,-0.129,92.2,3.6,-3.6,0.009435,0.001161,-0.000666,0.15508,0.21748,-0.11342,LS+MCMC,1.19,0.34,-0.25,0.0276,,,75.67,,,1678,,,1869.82,1615.37,-845.2,2.9,1.4,-1.4,30.2,1,626,1,q1_q17_dr25_tce,5872,176,-194,4.282,0.214,-0.175,1.157,0.332,-0.241,0.934,0.144,-0.096,295.5571,40.321209,12.861
3788,2708203,K04045.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.89125855,3.727E-05,-3.727E-05,132.6891,0.0208,-0.0208,0.677,0.249,-0.431,5.415,0.447,-0.447,67.9,3.6,-3.6,0.008015,0.001189,-0.000458,0.05255,0.04778,-0.01336,LS+MCMC,0.81,0.17,-0.11,0.0279,,,71.65,,,1671,,,1839.74,1111.9,-632.74,2.15,0.977,-0.977,24.8,1,713,1,q1_q17_dr25_tce,6569,157,-197,4.41,0.15,-0.165,0.927,0.193,-0.129,0.805,0.07,-0.041,290.29932,37.908932,13.517
3789,4150496,K04046.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,8.65312868,4.245E-05,-4.245E-05,136.65308,0.00412,-0.00412,1.185,7.087,-0.075,3.376,0.193,-0.193,508.6,27.1,-27.1,0.209028,7.06905,-0.072762,0.02866,0.6493,-0.00501,LS+MCMC,20.38,6.26,-2.07,0.0818,,,75.83,,,857,,,127.5,114.77,-37.58,4.84,2.4,-2.4,22.6,2,153,1,q1_q17_dr25_tce,5880,159,-194,4.525,0.039,-0.208,0.893,0.274,-0.091,0.974,0.12,-0.12,289.71487,39.283871,15.534
3790,11401767,K02195.02,Kepler-372 d,CONFIRMED,CANDIDATE,0.976,0,0,0,0,30.0899459,0.0003033,-0.0003033,149.06413,0.00737,-0.00737,0.907,0.05,-0.632,6.654,0.245,-0.245,242.6,15.4,-15.4,0.017063,0.000532,-0.00305,0.08382,0.91919,-0.06654,LS+MCMC,2.25,0.38,-0.25,0.1982,,,86.73,,,660,,,44.79,19.55,-11.44,15.89,7.9,-7.9,16.6,3,43,2,q1_q17_dr25_tce,6056,81,-90,4.332,0.08,-0.12,1.209,0.202,-0.134,1.147,0.076,-0.083,291.2562,49.258949,14.881
3791,9655005,K04047.01,,FALSE POSITIVE,FALSE POSITIVE,0.196,0,1,0,0,1.39862757,7.999E-06,-7.999E-06,132.65615,0.00481,-0.00481,0.617,0.138,-0.252,9.625,0.175,-0.175,45.5,1.2,-1.2,0.006491,6E-05,-0.0003,0.01619,0.00307,-0.00171,LS+MCMC,2.39,0.4,-0.75,0.032,,,58.72,,,3562,,,38048.23,15683.83,-20760.36,1.187,0.225,-0.225,59.6,1,975,1,q1_q17_dr25_tce,7872,70,-86,3.732,0.238,-0.085,3.367,0.564,-1.047,2.228,0.171,-0.371,294.20068,46.327221,11.915
3792,11709124,K00435.06,Kepler-154 f,CONFIRMED,CANDIDATE,0.997,0,0,0,0,9.91937693,6.756E-05,-6.756E-05,136.87361,0.00568,-0.00568,0.163,0.276,-0.163,4.326,0.157,-0.157,186.7,10.5,-10.5,0.012428,0.000548,-0.000407,1.03249,0.08383,-0.4132,LS+MCMC,1.32,0.17,-0.13,0.0871,,,89.47,,,838,,,116.43,45.51,-28.22,17.51,1.4,-1.4,18.8,6,127,6,q1_q17_dr25_tce,5688,113,-101,4.415,0.1,-0.1,0.971,0.13,-0.095,0.895,0.071,-0.052,289.78052,49.89653,14.534
3793,3851194,K07671.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.918510251,5.239E-06,-5.239E-06,131.82791,0.00533,-0.00533,0.622,0.336,-0.393,2.587,0.137,-0.137,52.6,3.1,-3.1,0.006949,0.001997,-0.000368,0.26718,0.17503,-0.22468,LS+MCMC,1.77,0.3,-0.55,0.0198,,,74.21,,,2795,,,14485.22,6325.1,-7948.33,2.284,0.748,-0.748,20.3,1,1459,1,q1_q17_dr25_tce,5837,79,-79,3.791,0.24,-0.096,2.338,0.39,-0.724,1.232,0.116,-0.249,291.71054,38.96273,13.815
3794,8613535,K02263.02,Kepler-1165 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.47850818,5.266E-05,-5.266E-05,140.16526,0.0043,-0.0043,0.112,0.343,-0.112,6.154,0.131,-0.131,184.6,7.4,-7.4,0.012482,0.000463,-0.000304,0.35078,0.03837,-0.10625,LS+MCMC,1.47,0.45,-0.16,0.0914,,,89.46,,,946,,,189.14,173.87,-57.34,11.85,1.3,-1.3,26.7,3,141,2,q1_q17_dr25_tce,6249,174,-217,4.428,0.054,-0.202,1.076,0.335,-0.112,1.13,0.159,-0.159,286.97128,44.708302,14.456
3795,5092655,K04116.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.783258387,3.473E-06,-3.473E-06,131.74358,0.00362,-0.00362,0.2514,0.2138,-0.2514,2.2926,0.0885,-0.0885,328.5,14.6,-14.6,0.016344,0.000756,-0.000487,0.57132,0.10064,-0.1778,MCMC,1.28,0.3,-0.13,0.0147,,,84.8,,,1559,,,1395.69,1091.24,-389.52,2.646,0.466,-0.466,28.5,1,1447,1,q1_q17_dr24_tce,5067,195,-155,4.565,0.063,-0.587,0.715,0.17,-0.069,0.686,0.145,-0.046,289.79135,40.299431,15.729
3796,3955817,K04117.01,Kepler-1553 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.24263096,2.661E-05,-2.661E-05,135.0304,0.00505,-0.00505,0.201,0.255,-0.201,2.582,0.143,-0.143,187.6,13.6,-13.6,0.012243,0.000647,-0.000609,2.03642,0.28648,-0.90515,LS+MCMC,1.1,0.06,-0.06,0.0481,,,89.08,,,926,,,174.24,30.78,-28.95,12.47,1.8,-1.8,15.9,1,319,1,q1_q17_dr25_tce,5072,81,-81,4.521,0.054,-0.036,0.825,0.042,-0.047,0.822,0.047,-0.034,291.91916,39.02227,14.955
3797,10661778,K04118.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,1.231363214,2.009E-06,-2.009E-06,131.80615,0.00161,-0.00161,0.969,0.551,-0.027,5.8101,0.0807,-0.0807,4774.7,53,-53,0.098455,0.500338,-0.015097,0.02853,0.03664,-0.00141,LS+MCMC,10.75,0,0,0.0225,,,42.62,,,1699,,,1973.12,0,0,1.317,0.564,-0.564,112.7,1,715,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,1,,,290.29623,47.990364,17.661
3798,5513857,K04119.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.755101928,4.313E-06,-4.313E-06,131.81199,0.00528,-0.00528,0.464,0.019,-0.464,3.044,0.172,-0.172,119.8,8.2,-8.2,0.010157,0.000278,-0.000676,0.20711,0.0712,-0.05476,LS+MCMC,0.91,0.18,-0.1,0.0153,,,75.4,,,1763,,,2287.46,1414,-674.25,1.841,0.633,-0.633,18.1,1,1376,1,q1_q17_dr25_tce,5465,164,-164,4.535,0.057,-0.124,0.819,0.163,-0.088,0.84,0.099,-0.082,284.34839,40.72826,15.443
3799,10272389,K04048.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,4.56447463,2.638E-05,-2.638E-05,133.0783,0.00543,-0.00543,0.508,0.371,-0.299,6.415,0.174,-0.174,208.4,5.7,-5.7,0.013419,0.001754,-0.000442,0.10174,0.05573,-0.00564,LS+MCMC,1.13,0.18,-0.1,0.0511,,,83.95,,,902,,,156.74,79.99,-39.28,4.82,1.3,-1.3,42.6,1,300,1,q1_q17_dr25_tce,5270,158,-142,4.596,0.032,-0.104,0.77,0.122,-0.066,0.863,0.06,-0.103,291.1781,47.322941,14.34
3800,4679687,K04049.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.027904857,5.54E-07,-5.54E-07,132.444316,0.000497,-0.000497,1.261,3.543,-0.113,1.6381,0.0208,-0.0208,2381.2,23.2,-23.2,0.320118,3.605589,-0.107213,0.20792,3.01167,-0.0312,LS+MCMC,30.48,6.92,-4.61,0.0183,,,56.15,,,1653,,,1769.2,1317.95,-659.99,2.26,1.1,-1.1,117.8,1,1099,1,q1_q17_dr25_tce,5432,204,-185,4.446,0.144,-0.176,0.872,0.198,-0.132,0.775,0.122,-0.052,297.58023,39.702702,15.32
3801,7968683,K04050.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,367.95566,0.01419,-0.01419,236.4537,0.0269,-0.0269,0.957,0.001,-0.697,21.877,0.732,-0.732,1414.1,97.6,-97.6,0.047688,0.001175,-0.015849,0.02295,0.56385,-0.00534,LS+MCMC,3.62,0.3,-0.29,0.9018,,,89,,,183,,,0.27,0.08,-0.07,54.8,26.9,-26.9,13.7,1,4,1,q1_q17_dr25_tce,4723,141,-127,4.611,0.036,-0.04,0.696,0.056,-0.056,0.722,0.065,-0.065,294.78763,43.739021,15.964
3802,10360722,K04051.01,Kepler-1545 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,163.692336,0.001319,-0.001319,238.76817,0.00531,-0.00531,0.028,0.423,-0.028,6.853,0.189,-0.189,1138,60.7,-60.7,0.029844,0.001623,-0.000798,4.68026,0.3147,-1.55689,LS+MCMC,2.75,0.11,-0.21,0.5442,,,89.99,,,274,,,1.34,0.21,-0.27,187.9,12.6,-12.6,21,1,6,1,q1_q17_dr25_tce,4999,79,-79,4.49,0.077,-0.028,0.843,0.035,-0.065,0.8,0.048,-0.028,298.89877,47.463089,15.031
3803,9091755,K04052.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,1.106529843,3.846E-06,-3.846E-06,132.30528,0.00271,-0.00271,0.974,0.274,-0.024,6.258,0.541,-0.541,319.5,5.9,-5.9,0.021895,0.242865,-0.010084,0.01928,0.0126,-0.0015,LS+MCMC,1.91,0.43,-0.15,0.0201,,,25.23,,,1649,,,1746.73,1147.15,-426.86,1.077,0.352,-0.352,69.2,1,1219,1,q1_q17_dr25_tce,5932,141,-177,4.58,0.04,-0.16,0.798,0.182,-0.061,0.899,0.077,-0.106,292.93121,45.40427,15.144
3804,3852476,K07672.01,,FALSE POSITIVE,FALSE POSITIVE,0.307,1,0,0,0,111.741576,0.001722,-0.001722,166.3408,0.0108,-0.0108,0.057,0.406,-0.057,3.83,0.434,-0.434,238.8,30.3,-30.3,0.013918,0.001307,-0.000881,17.40561,6.37892,-17.18984,LS+MCMC,6.88,1.19,-2.22,0.5343,,,89.99,,,676,,,49.4,24.55,-29.58,225.6,82.7,-82.7,9.9,1,11,1,q1_q17_dr25_tce,5267,110,-173,3.338,0.198,-0.144,4.525,0.787,-1.461,1.628,0.205,-0.575,292.03525,38.945911,13.075
3805,9700449,K04120.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,110.461746,0.002985,-0.002985,147.5465,0.0238,-0.0238,0.036,0.412,-0.036,12.46,1.1,-1.1,331.2,24.9,-24.9,0.016739,0.000559,-0.001075,0.50479,0.34778,-0.26036,LS+MCMC,1.93,0.64,-0.21,0.4667,,,89.97,,,420,,,7.34,7.09,-2.24,68.8,23.7,-23.7,15.8,1,12,1,q1_q17_dr25_tce,6321,169,-206,4.434,0.054,-0.216,1.058,0.349,-0.116,1.108,0.154,-0.139,287.03952,46.481701,15.092
3806,6349881,K04121.01,Kepler-1554 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,198.088873,0.002491,-0.002491,319.73002,0.00815,-0.00815,0.633,0.304,-0.409,7.955,0.307,-0.307,1027.7,65.9,-65.9,0.03061,0.007944,-0.002107,1.78374,1.65507,-1.41405,LS+MCMC,3.24,0.34,-0.38,0.6314,,,89.77,,,288,,,1.63,0.5,-0.43,154.7,71.8,-71.8,18,1,7,1,q1_q17_dr25_tce,5275,86,-79,4.397,0.12,-0.08,0.969,0.102,-0.113,0.855,0.061,-0.03,286.57617,41.741459,15.717
3807,9851970,K04122.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.08193721,1.785E-05,-1.785E-05,131.5344,0.0111,-0.0111,0.168,0.27,-0.168,4.788,0.491,-0.491,115.3,10,-10,0.009584,0.000534,-0.000548,0.09844,0.00272,-0.05015,LS+MCMC,0.77,0.07,-0.08,0.0184,,,84.72,,,1385,,,870.17,291.7,-249.68,1.8263,0.0505,-0.0505,14.4,1,1002,1,q1_q17_dr25_tce,4965,151,-136,4.555,0.072,-0.044,0.736,0.065,-0.079,0.709,0.093,-0.05,299.0473,46.68557,15.471
3808,6140059,K04123.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,44.6226725,0.0007691,-0.0007691,137.942,0.0137,-0.0137,0.931,0.005,-0.651,12.974,0.359,-0.359,131.9,7.3,-7.3,0.012823,0.0004,-0.0023,0.01116,0.17325,-0.00257,LS+MCMC,1.73,0.5,-0.35,0.2464,,,84.94,,,613,,,33.39,27.93,-15.03,10.55,5.1,-5.1,20.6,1,28,1,q1_q17_dr25_tce,6198,169,-206,4.252,0.204,-0.185,1.239,0.352,-0.256,0.998,0.158,-0.115,296.3566,41.455391,13.519
3809,5726910,K04124.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,2.43142974,2.587E-05,-2.587E-05,133.83385,0.00866,-0.00866,0.2234,0.2409,-0.2234,2.713,0.275,-0.275,146.6,16.8,-16.8,0.011101,0.00055,-0.001007,0.99681,0.25067,-0.58738,MCMC,1.17,0.49,-0.21,0.0327,,,88.24,,,1378,,,852,1100.38,-330.47,6.78,1.7,-1.7,10.7,1,554,1,q1_q17_dr24_tce,5750,181,-143,4.364,0.169,-0.268,0.965,0.408,-0.171,0.785,0.136,-0.049,297.35278,40.958141,14.539
3810,1718958,K04053.01,,CANDIDATE,CANDIDATE,0.985,0,0,0,0,1.41975831,1.229E-05,-1.229E-05,132.92,0.00692,-0.00692,0.644,0.341,-0.44,1.429,0.239,-0.239,60.9,8.8,-8.8,0.007542,0.003581,-0.000767,1.95904,1.98658,-1.91843,LS+MCMC,0.85,0.13,-0.08,0.0245,,,83.77,,,1700,,,1968.38,836.24,-503,5.93,2,-2,8.1,1,950,1,q1_q17_dr25_tce,5925,107,-119,4.394,0.084,-0.116,1.035,0.157,-0.105,0.968,0.067,-0.067,290.91934,37.28717,12.801
3811,6428794,K04054.01,Kepler-1701 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,169.135056,0.001553,-0.001553,201.8055,0.00854,-0.00854,0.754,0.164,-0.55,8.931,0.213,-0.213,640.7,30.2,-30.2,0.025256,0.004006,-0.002613,0.67276,1.37262,-0.51879,LS+MCMC,2.21,0.15,-0.12,0.5608,,,89.57,,,273,,,1.31,0.3,-0.23,100.6,41,-41,24.5,1,9,1,q1_q17_dr25_tce,5171,103,-103,4.545,0.045,-0.05,0.801,0.054,-0.043,0.82,0.046,-0.041,286.60889,41.889339,14.566
3812,3228825,K04055.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.73095491,1.078E-05,-1.078E-05,132.2174,0.0132,-0.0132,0.415,0.056,-0.415,2.206,0.459,-0.459,29.6,5,-5,0.005089,0.000359,-0.000599,0.49835,0.19833,-0.4575,LS+MCMC,0.88,0.17,-0.14,0.0175,,,80.1,,,2711,,,12770.31,6322.46,-4189.57,2.414,0.961,-0.961,7.5,1,1832,1,q1_q17_dr25_tce,6454,77,-83,4.163,0.125,-0.125,1.587,0.308,-0.252,1.336,0.11,-0.121,289.76492,38.38345,12.028
3813,4673628,K04056.01,,CANDIDATE,CANDIDATE,0.838,0,0,0,0,3.951383138,6.251E-06,-6.251E-06,132.06462,0.00118,-0.00118,1.217,6.718,-0.13,1.0582,0.0787,-0.0787,405.7,20.6,-20.6,0.23944,6.708576,-0.124795,0.37279,5.55837,-0.18454,LS+MCMC,23.51,5.67,-3.06,0.0463,,,79.61,,,1083,,,324.78,238.09,-104.3,6.75,3.4,-3.4,23.9,1,268,1,q1_q17_dr25_tce,5570,166,-149,4.458,0.104,-0.169,0.899,0.217,-0.117,0.845,0.111,-0.074,296.40375,39.722649,14.368
3814,11401767,K02195.03,Kepler-372 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.84978728,5.243E-05,-5.243E-05,134.66167,0.00755,-0.00755,0.954,0.003,-0.696,4.919,0.162,-0.162,139.2,9,-9,0.013842,0.000317,-0.003323,0.02164,0.62781,-0.00335,LS+MCMC,1.83,0.3,-0.21,0.0739,,,75.35,,,1081,,,322.19,140.61,-82.27,3.77,1.9,-1.9,17,3,182,3,q1_q17_dr25_tce,6056,81,-90,4.332,0.08,-0.12,1.209,0.202,-0.134,1.147,0.076,-0.083,291.2562,49.258949,14.881
3815,3852872,K07673.01,,CANDIDATE,CANDIDATE,0.775,0,0,0,0,80.769893,0.002716,-0.002716,188.5556,0.0329,-0.0329,0.158,0.31,-0.158,4.2,1.5,-1.5,128.5,24,-24,0.01003,0.000657,-0.002148,9.12215,1.3609,-8.48238,LS+MCMC,1.87,1.17,-0.96,0.3625,,,89.94,,,475,,,12.07,24.23,-9.48,146.5,21.9,-21.9,6.7,1,16,1,q1_q17_dr25_tce,4965,164,-134,3.961,0.605,-0.326,1.708,1.067,-0.873,0.973,0.211,-0.141,292.13876,38.94154,13.026
3816,9099950,K04125.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,1.111362442,8.928E-06,-8.928E-06,132.30056,0.00802,-0.00802,0.715,0.408,-0.27,6.24,1.6,-1.6,133.9,11,-11,0.011357,0.125313,-0.0045,0.03244,0.00107,-0.01184,LS+MCMC,2.86,0.55,-1.01,0.0238,,,56.15,,,2820,,,14894.75,8292.57,-9296.48,1.2842,0.0424,-0.0424,36.8,1,1213,1,q1_q17_dr25_tce,6486,156,-176,3.872,0.28,-0.1,2.308,0.438,-0.813,1.446,0.183,-0.313,295.60934,45.484451,12.845
3817,9718066,K02287.02,Kepler-378 c,CONFIRMED,CANDIDATE,0.08,0,0,0,0,28.9060526,0.000233,-0.000233,158.82431,0.00613,-0.00613,0.863,0.027,-0.591,3.099,0.198,-0.198,99,8.3,-8.3,0.010783,0.00232,-0.002007,1.1896,7.55335,-0.83222,LS+MCMC,0.79,0.06,-0.02,0.165,,,88.68,,,414,,,6.94,1.86,-0.86,37.5,18.3,-18.3,13.3,2,48,2,q1_q17_dr25_tce,4657,93,-93,4.641,0.012,-0.048,0.67,0.055,-0.017,0.748,0.031,-0.046,294.94858,46.438641,12.485
3818,9272070,K04126.01,Kepler-1555 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.10503551,8.946E-05,-8.946E-05,135.88389,0.00836,-0.00836,0.353,0.102,-0.353,4.459,0.222,-0.222,209.9,14.7,-14.7,0.013451,0.000538,-0.000617,0.66331,0.18135,-0.25247,LS+MCMC,1.45,0.47,-0.15,0.0805,,,88.47,,,959,,,199.74,191.96,-60.13,13.21,3.6,-3.6,16.5,1,172,1,q1_q17_dr25_tce,6201,175,-197,4.472,0.054,-0.216,0.989,0.321,-0.107,1.058,0.144,-0.144,287.63547,45.716061,15.353
3819,5088400,K04127.01,Kepler-1556 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,8.82715783,7.379E-05,-7.379E-05,139.73416,0.0073,-0.0073,0.249,0.22,-0.248,2.019,0.187,-0.187,368.6,40.8,-40.8,0.017452,0.001208,-0.001196,8.69135,2.63335,-4.51025,LS+MCMC,1.67,0.23,-0.06,0.0829,,,89.57,,,797,,,95.25,34.6,-11.99,32.96,10,-10,11.1,1,127,1,q1_q17_dr25_tce,5550,75,-83,4.539,0.021,-0.112,0.878,0.12,-0.032,0.972,0.041,-0.065,288.397,40.213188,15.247
3820,4669402,K04128.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,143.196381,0.002687,-0.002687,227.3054,0.0136,-0.0136,1.017,6.713,-0.069,10.424,0.686,-0.686,618.1,43.2,-43.2,0.057329,6.703309,-0.031396,0.02548,0.14851,-0.01641,LS+MCMC,6.64,1.76,-1.29,0.5141,,,88.07,,,380,,,4.95,3.88,-2.09,30.2,14.7,-14.7,17.4,1,8,1,q1_q17_dr25_tce,6007,161,-179,4.333,0.18,-0.18,1.06,0.282,-0.205,0.882,0.12,-0.076,295.53394,39.762249,14.034
3821,3757407,K04057.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,9.089151782,,,132.0565248,,,0.043,,,3.1886,,,110.1,,,0.009711,0,0,2.43021,0,0,LS,4.35,0.2,-1.74,0.1058,,,89.89,,,1848,,,2754.19,607.98,-1871.94,21.975783,,,7.1,1,117,1,q1_q17_dr25_tce,6729,184,-201,3.493,0.36,-0.09,4.099,0.192,-1.634,1.907,0.171,-0.371,294.09555,38.885059,12.972
3822,4769931,K04058.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.87886973,1.406E-05,-1.406E-05,133.07604,0.00727,-0.00727,0.657,0.03,-0.502,3.876,0.187,-0.187,181.9,9,-9,0.013001,0.002064,-0.000746,0.13948,0.14941,-0.11402,LS+MCMC,1.04,0.19,-0.08,0.0277,,,77.19,,,1236,,,553.59,310.84,-129.88,2.96,1.1,-1.1,23.9,1,715,1,q1_q17_dr25_tce,5448,162,-146,4.613,0.037,-0.112,0.734,0.131,-0.056,0.815,0.083,-0.083,297.34418,39.88501,13.907
3823,9220612,K04059.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.979161676,7.395E-06,-7.395E-06,132.21831,0.00593,-0.00593,0.634,0.299,-0.411,2.942,0.326,-0.326,160.2,10.7,-10.7,0.012122,0.002287,-0.000764,0.19738,0.18907,-0.04652,LS+MCMC,1.03,0.19,-0.08,0.0184,,,72.9,,,1548,,,1357.43,777.75,-334.21,2.15,1,-1,20.2,1,1365,1,q1_q17_dr25_tce,5390,159,-159,4.591,0.03,-0.12,0.78,0.143,-0.061,0.875,0.07,-0.104,292.79333,45.628262,15.278
