loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
1251,11858748,K01471.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.780984316,2.891E-06,-2.891E-06,177.8249,0.00143,-0.00143,0.782,0.197,-0.516,2.173,0.102,-0.102,590.9,17.3,-17.3,0.024527,0.009453,-0.002046,0.4534,0.9772,-0.41274,LS+MCMC,2.33,0.65,-0.17,0.0285,,,79.36,,,1397,,,899.03,744.43,-210.77,4.24,1.8,-1.8,46,1,731,1,q1_q17_dr25_tce,5730,158,-158,4.545,0.036,-0.192,0.87,0.244,-0.065,0.968,0.103,-0.114,288.76318,50.174221,15.516
1252,4741126,K01534.02,Kepler-887 c,CONFIRMED,CANDIDATE,0.993,0,0,0,0,7.63846084,5.425E-05,-5.425E-05,138.24557,0.00582,-0.00582,0.405,0.045,-0.405,3.957,0.162,-0.162,71.7,4.7,-4.7,0.007869,0.000235,-0.00044,0.82008,0.35696,-0.16457,LS+MCMC,1.12,0.19,-0.16,0.0797,,,88.3,,,1089,,,333.3,159.35,-108.7,13.63,5.9,-5.9,16.6,2,167,2,q1_q17_dr25_tce,6119,110,-135,4.274,0.115,-0.115,1.299,0.225,-0.184,1.157,0.093,-0.102,290.09082,39.81699,13.47
1253,11669125,K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,70.6981724,0.0003535,-0.0003535,188.56795,0.00403,-0.00403,0.026,0.4,-0.026,6.632,0.104,-0.104,357.7,11,-11,0.017221,0.000549,-0.000341,2.14974,0.08257,-0.65134,LS+MCMC,1.63,0.22,-0.1,0.328,,,89.98,,,417,,,7.11,2.75,-1.28,82.82,3.2,-3.2,37.7,1,18,1,q1_q17_dr25_tce,5811,104,-116,4.536,0.03,-0.113,0.866,0.118,-0.05,0.94,0.045,-0.077,295.52121,49.738628,13.046
1254,12159249,K01536.01,Kepler-889 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.74443645,1.45E-05,-1.45E-05,133.55997,0.00308,-0.00308,0.169,0.3,-0.169,2.9191,0.0876,-0.0876,73.3,3.4,-3.4,0.007798,0.000309,-0.000278,1.2523,0.15856,-0.44694,LS+MCMC,1.1,0.18,-0.17,0.0492,,,89.01,,,1328,,,736.89,338.3,-247.13,9.75,1.2,-1.2,25.4,1,359,1,q1_q17_dr25_tce,5876,104,-116,4.269,0.125,-0.112,1.293,0.215,-0.196,1.132,0.081,-0.09,291.46732,50.75948,12.71
1255,9872292,K01537.01,,CANDIDATE,CANDIDATE,0.924,0,0,0,0,10.19154678,7.812E-05,-7.812E-05,136.69755,0.00647,-0.00647,0.659,0.274,-0.437,6.165,0.143,-0.143,61.3,2.5,-2.5,0.007567,0.001344,-0.000385,0.1643,0.16763,-0.14435,LS+MCMC,1.39,0.09,-0.05,0.0967,,,86.09,,,1144,,,404.17,77,-47.2,9.66,3.3,-3.3,27.6,1,135,1,q1_q17_dr25_tce,6212,80,-74,4.049,0.013,-0.015,1.684,0.107,-0.063,1.156,0.147,-0.073,281.46173,46.789894,11.74
1256,9963461,K01538.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.581581895,1.649E-06,-1.649E-06,183.008458,0.000119,-0.000119,0.202,0.009,-0.016,6.66929,0.00948,-0.00948,112640,112,-112,0.310843,0.000224,-0.000303,0.65602,0.00539,-0.00535,LS+MCMC,53.19,14.8,-18.09,0.0963,,,89.26,,,1098,,,342.98,301.34,-215.65,15.718,0.129,-0.129,1241.4,1,100,1,q1_q17_dr25_tce,6168,219,-241,4.074,0.336,-0.144,1.567,0.436,-0.533,1.061,0.181,-0.164,296.62979,46.880203,13.936
1257,8081482,K01539.01,,FALSE POSITIVE,FALSE POSITIVE,0.488,0,1,0,0,2.819453322,1.83E-06,-1.83E-06,133.870141,0.00054,-0.00054,0.532,0.021,-0.027,4.4127,0.0411,-0.0411,71867,443,-443,0.254092,0.001302,-0.001894,0.41976,0.02229,-0.02017,LS+MCMC,29.8,8.46,-5.63,0.0377,,,84.56,,,1357,,,803.4,669.34,-329.56,5.608,0.298,-0.298,202,1,480,1,q1_q17_dr25_tce,5767,155,-155,4.33,0.18,-0.18,1.074,0.305,-0.203,0.9,0.133,-0.082,284.664,43.98502,14.569
1258,5542466,K01590.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,12.89006728,6.012E-05,-6.012E-05,201.22989,0.00325,-0.00325,0.082,0.36,-0.082,3.555,0.117,-0.117,602.5,27.1,-27.1,0.021714,0.001055,-0.00053,2.55702,0.1364,-1.00463,LS+MCMC,1.93,0.06,-0.14,0.0992,,,89.83,,,620,,,34.99,4.8,-6.92,28.21,1.5,-1.5,23.6,3,82,1,q1_q17_dr25_tce,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,0.781,0.051,-0.025,294.36487,40.720879,15.674
1259,4178389,K00185.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,23.210509958,2.125E-06,-2.125E-06,134.386378,7.47E-05,-7.47E-05,0.954,0.03,-0.023,3.09802,0.00829,-0.00829,28737,47.6,-47.6,0.239908,0.019447,-0.015532,3.27419,0.04814,-0.10274,LS+MCMC,21.19,5.53,-1.83,0.1533,,,88.79,,,595,,,29.69,22.9,-7.52,45.346,0.667,-0.667,958.7,1,48,1,q1_q17_dr25_tce,5875,161,-161,4.572,0.033,-0.187,0.809,0.211,-0.07,0.895,0.09,-0.099,296.18524,39.26268,14.228
1260,5542466,K01590.02,,CANDIDATE,CANDIDATE,0.903,0,0,0,0,2.35574505,1.021E-05,-1.021E-05,177.88824,0.00323,-0.00323,0.5,0.023,-0.458,1.796,0.115,-0.115,266.9,18,-18,0.015115,0.000282,-0.001194,2.3873,1.60582,-0.63996,LS+MCMC,1.34,0.04,-0.1,0.0319,,,86.77,,,1093,,,338.4,46.37,-66.96,8.88,3,-3,17,3,421,2,q1_q17_dr25_tce,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,0.781,0.051,-0.025,294.36487,40.720879,15.674
1261,5542466,K01590.03,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,4.74666128,2.779E-05,-2.779E-05,134.63784,0.00478,-0.00478,0.441,0.047,-0.414,2.093,0.156,-0.156,256.8,23.3,-23.3,0.014655,0.000502,-0.001212,3.33878,1.41031,-1.36465,LS+MCMC,1.3,0.04,-0.09,0.051,,,88.4,,,865,,,132.4,18.14,-26.2,15.84,6.7,-6.7,12.5,3,192,3,q1_q17_dr25_tce,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,0.781,0.051,-0.025,294.36487,40.720879,15.674
1262,10028140,K01591.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,19.65639342,6.986E-05,-6.986E-05,140.29937,0.00266,-0.00266,0.955,0.004,-0.664,3.226,0.215,-0.215,843.2,37.3,-37.3,0.035083,0.00033,-0.00939,0.31828,9.31042,-0.08522,LS+MCMC,2.83,0.43,-0.22,0.1335,,,87.07,,,549,,,21.5,10.59,-5.23,18.66,9.3,-9.3,25.5,1,55,1,q1_q17_dr25_tce,5288,159,-143,4.613,0.036,-0.09,0.74,0.112,-0.06,0.828,0.07,-0.096,297.73984,46.94191,15.372
1263,6048024,K01684.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,62.81584402,9.523E-05,-9.523E-05,151.47691,0.00121,-0.00121,1.31,70.11,-0.154,2.6901,0.0607,-0.0607,1688.4,37.2,-37.2,0.353656,70.09307,-0.151665,1.09355,310.31186,-0.09636,LS+MCMC,57.62,10.23,-5.52,0.3444,,,88.77,,,582,,,27.14,13.25,-6.84,61.1,30.5,-30.5,54.6,1,23,1,q1_q17_dr25_tce,6340,113,-139,4.23,0.076,-0.114,1.492,0.265,-0.143,1.379,0.092,-0.084,293.53448,41.329899,12.849
1264,6049190,K01685.01,,CANDIDATE,CANDIDATE,0.365,0,0,0,0,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.4,23.9,-23.9,0.027996,0.000833,-0.000499,2.18989,0.03784,-0.92324,LS+MCMC,3.46,1.11,-0.37,0.3512,,,89.98,,,511,,,16.17,14.92,-4.98,83.15,1.4,-1.4,45,1,18,1,q1_q17_dr25_tce,6461,158,-225,4.396,0.067,-0.202,1.131,0.363,-0.121,1.162,0.164,-0.164,293.87988,41.393822,14.811
1265,6149553,K01686.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,56.86716792,,,157.2619128,,,,,,4.23,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,298.50726,41.47905,15.886
1266,6198999,K01687.01,Kepler-928 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.93246069,1.036E-05,-1.036E-05,132.55435,0.00235,-0.00235,0.416,0.042,-0.412,2.1763,0.0742,-0.0742,455.5,17.6,-17.6,0.019407,0.000325,-0.00106,2.60597,0.9977,-0.57485,LS+MCMC,1.65,0.1,-0.16,0.0444,,,88.15,,,894,,,151.31,40.89,-40.08,12.87,4.9,-4.9,30.6,1,347,1,q1_q17_dr25_tce,4841,144,-129,4.533,0.072,-0.044,0.779,0.049,-0.074,0.756,0.072,-0.054,289.92072,41.542831,15.32
1267,6310636,K01688.01,Kepler-929 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.921030497,2.992E-06,-2.992E-06,132.03171,0.00264,-0.00264,0.025,0.41,-0.025,2.6077,0.079,-0.079,101.5,4.3,-4.3,0.009158,0.000345,-0.000218,0.482,0.02393,-0.15494,LS+MCMC,1.62,0.25,-0.35,0.0192,,,89.49,,,2362,,,7380.64,3027.37,-3065.21,2.786,0.138,-0.138,27,1,1457,1,q1_q17_dr25_tce,5843,79,-79,4.069,0.182,-0.084,1.615,0.252,-0.346,1.115,0.119,-0.095,298.48111,41.615341,14.542
1268,6616218,K01692.01,Kepler-314 c,CONFIRMED,CANDIDATE,1,0,0,0,0,5.960400011,4.39E-06,-4.39E-06,137.265171,0.000636,-0.000636,0.8,0.077,-0.553,2.8617,0.0441,-0.0441,828.3,7.3,-7.3,0.029409,0.00016,-0.002785,0.59047,1.6615,-0.00333,LS+MCMC,2.85,0.33,-0.12,0.0639,,,85.57,,,890,,,148.26,50.61,-22.66,10.35,4.9,-4.9,126.1,2,104,1,q1_q17_dr25_tce,5418,98,-108,4.534,0.024,-0.102,0.886,0.104,-0.037,0.978,0.037,-0.067,294.6741,42.075581,12.557
1269,7761545,K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE,0.936,0,0,0,0,85.3514875,0.0001029,-0.0001029,161.007608,0.000939,-0.000939,0.052,0.227,-0.052,6.7504,0.0404,-0.0404,4674.7,36.6,-36.6,0.06161,0.000734,-0.000302,2.79021,0.00206,-0.50665,LS+MCMC,6.31,0.86,-0.36,0.3751,,,89.97,,,390,,,5.44,1.96,-0.89,102.4237,0.0756,-0.0756,142.8,1,17,1,q1_q17_dr25_tce,5584,75,-83,4.478,0.045,-0.113,0.938,0.127,-0.054,0.966,0.05,-0.055,294.63239,43.400471,15.061
1270,7499398,K01473.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,23.02028478,2.765E-05,-2.765E-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5077.8,62.7,-62.7,0.072584,0.000288,-0.007385,1.63854,3.09788,-0.62295,LS+MCMC,7.58,2.11,-0.71,0.1608,,,88.73,,,604,,,31.4,26.25,-9.06,35.8,16.9,-16.9,97.2,1,45,1,q1_q17_dr25_tce,5613,166,-200,4.496,0.048,-0.192,0.956,0.266,-0.089,1.046,0.094,-0.126,280.36023,43.12368,15.573
1271,12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,69.72646639,2.38E-05,-2.38E-05,196.093243,0.000276,-0.000276,0.019,0.149,-0.019,3.7177,0.0108,-0.0108,4491.2,17.4,-17.4,0.061648,0.000246,-0.000122,13.68843,0.01595,-0.95533,LS+MCMC,11.65,2.12,-2.12,0.371,,,89.99,,,613,,,33.3,15.5,-12.14,152.089,0.177,-0.177,300.7,1,20,1,q1_q17_dr25_tce,6430,77,-83,4.107,0.149,-0.122,1.731,0.315,-0.315,1.398,0.121,-0.121,295.41788,51.184761,13.005
1272,4770365,K01475.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.609321941,3.044E-06,-3.044E-06,178.94178,0.00158,-0.00158,0.016,0.463,-0.016,1.6067,0.0505,-0.0505,728.5,24.4,-24.4,0.023817,0.001169,-0.000695,3.54074,0.23912,-1.38779,LS+MCMC,1.57,0.07,-0.08,0.0228,,,89.89,,,958,,,199.28,36.07,-33.23,7.856,0.531,-0.531,35.3,3,751,1,q1_q17_dr25_tce,4224,84,-84,4.662,0.025,-0.02,0.603,0.027,-0.03,0.609,0.033,-0.033,297.43039,39.847839,15.937
1273,4770365,K01475.02,Kepler-1669 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,9.51220046,3.21E-05,-3.21E-05,185.47893,0.00296,-0.00296,0.133,0.337,-0.133,2.9497,0.0837,-0.0837,1169.4,40.2,-40.2,0.030147,0.001445,-0.000734,3.33557,0.31197,-1.26047,LS+MCMC,1.99,0.08,-0.1,0.0745,,,89.7,,,530,,,18.66,3.38,-3.11,25.17,2.4,-2.4,31.9,3,121,2,q1_q17_dr25_tce,4224,84,-84,4.662,0.025,-0.02,0.603,0.027,-0.03,0.609,0.033,-0.033,297.43039,39.847839,15.937
1274,4770365,K01475.03,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,4.72941177,3.075E-05,-3.075E-05,132.93871,0.00548,-0.00548,0.236,0.234,-0.236,2.234,0.156,-0.156,434.3,33.7,-33.7,0.018507,0.001083,-0.000982,3.48779,0.52524,-1.9219,LS+MCMC,1.22,0.05,-0.06,0.0468,,,89.16,,,669,,,47.3,8.56,-7.89,16.04,2.4,-2.4,14.6,3,236,3,q1_q17_dr25_tce,4224,84,-84,4.662,0.025,-0.02,0.603,0.027,-0.03,0.609,0.033,-0.033,297.43039,39.847839,15.937
1275,10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0.913,0,0,0,0,4.887803076,4.66E-07,-4.66E-07,124.8130808,7.51E-05,-7.51E-05,0.054,0.145,-0.054,2.36255,0.00466,-0.00466,4315.8,6.1,-6.1,0.057823,0.000351,-0.000174,3.69348,0.0202,-0.31849,LS+MCMC,4.82,0.17,-0.18,0.053,,,89.82,,,800,,,96.67,14.91,-13.89,16.7084,0.0914,-0.0914,862.3,1,215,1,q1_q17_dr25_tce,4778,86,-95,4.591,0.015,-0.036,0.763,0.028,-0.028,0.83,0.02,-0.047,297.70935,48.080853,9.174
1276,11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.761,0,0,0,0,4.437962934,1.71E-07,-1.71E-07,171.0091259,2.88E-05,-2.88E-05,0.069,0.007,-0.05,4.69813,0.00079,-0.00079,16388,5.3,-5.3,0.116814,4.4E-05,-5.3E-05,0.50482,0.00357,-0.00068,LS+MCMC,18.05,2.92,-3.57,0.0545,,,89.51,,,1338,,,757.65,339.17,-311.08,8.0702,0.0571,-0.0571,3535.6,1,238,1,q1_q17_dr25_tce,5953,105,-129,4.175,0.168,-0.112,1.415,0.229,-0.28,1.093,0.109,-0.089,286.24344,50.040379,13.438
1277,9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,20.74028645,2.965E-05,-2.965E-05,142.80003,0.00112,-0.00112,0.431,0.037,-0.363,10.3939,0.0626,-0.0626,1023.3,7.5,-7.5,0.029861,0.00149,-0.000456,0.128,0.04307,-0.0171,LS+MCMC,4.24,0.75,-0.57,0.154,,,88.27,,,798,,,95.68,46.87,-29.35,14.28,4.8,-4.8,155.3,2,52,1,q1_q17_dr25_tce,6226,112,-124,4.264,0.115,-0.115,1.299,0.231,-0.173,1.129,0.106,-0.077,297.04541,46.328701,13.955
1278,5649956,K01540.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.207852845,6.24E-07,-6.24E-07,178.2142,0.000411,-0.000411,1.113,3.262,-0.148,3.5802,0.0328,-0.0328,49720,295,-295,0.443443,3.178107,-0.114897,0.24723,2.45394,-0.02599,LS+MCMC,38.59,8.19,-4.11,0.0205,,,65.37,,,1539,,,1331.31,897.48,-391.37,2.67,1.3,-1.3,205.9,1,1083,1,q1_q17_dr25_tce,5601,186,-169,4.533,0.07,-0.13,0.797,0.169,-0.085,0.791,0.097,-0.062,299.10327,40.8493,15.559
1279,4840513,K01541.01,,FALSE POSITIVE,FALSE POSITIVE,0.759,0,1,0,0,2.379282197,4.06E-07,-4.06E-07,133.651365,0.000139,-0.000139,0.003,0.067,-0.003,3.1729,0.00588,-0.00588,48434,106,-106,0.20283,0.000322,-0.000179,1.11008,0.00261,-0.01636,LS+MCMC,25.74,8.17,-2.93,0.0374,,,89.97,,,1571,,,1442.19,1309.84,-463.54,6.9257,0.0163,-0.0163,538,2,450,1,q1_q17_dr25_tce,6392,153,-230,4.399,0.054,-0.216,1.162,0.369,-0.132,1.232,0.167,-0.184,293.19507,39.90728,15.189
1280,5217586,K01592.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,26.0692512,0.0001046,-0.0001046,143.12549,0.00342,-0.00342,1.206,6.839,-0.078,7.487,0.152,-0.152,831.5,16.3,-16.3,0.237548,6.831508,-0.074839,0.01178,0.16563,-0.00131,LS+MCMC,23.61,6.53,-4.03,0.1581,,,80.76,,,591,,,28.85,23.52,-11.29,7.51,3.6,-3.6,59.7,1,51,1,q1_q17_dr25_tce,5585,152,-169,4.409,0.148,-0.204,0.91,0.252,-0.155,0.773,0.124,-0.053,298.9024,40.31953,14.106
1281,5289854,K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE,0.964,0,0,0,0,9.69501146,4.657E-05,-4.657E-05,182.45413,0.00419,-0.00419,0.293,0.144,-0.293,2.75,0.103,-0.103,515.2,30.9,-30.9,0.020883,0.000814,-0.000858,3.68154,0.92661,-0.99455,LS+MCMC,2.08,0.63,-0.2,0.089,,,89.36,,,833,,,114.06,102.7,-33.16,26.35,6.6,-6.6,18.3,2,106,1,q1_q17_dr25_tce,5896,176,-194,4.516,0.052,-0.208,0.914,0.274,-0.091,1,0.117,-0.13,295.78516,40.439548,15.809
1282,5289854,K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE,1,0,0,0,0,15.3825394,0.0001144,-0.0001144,139.07648,0.00547,-0.00547,0.015,0.443,-0.015,3.815,0.162,-0.162,550.5,33,-33,0.021393,0.001015,-0.000743,2.4905,0.09175,-1.1097,LS+MCMC,2.14,0.64,-0.22,0.1211,,,89.97,,,714,,,61.61,55.47,-17.92,31.47,1.2,-1.2,18.4,2,65,2,q1_q17_dr25_tce,5896,176,-194,4.516,0.052,-0.208,0.914,0.274,-0.091,1,0.117,-0.13,295.78516,40.439548,15.809
1283,9895709,K01594.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.818939148,3.45E-06,-3.45E-06,133.12299,0.00156,-0.00156,0.56,0.369,-0.56,1.644,0.321,-0.321,331.2,17.1,-17.1,0.017318,0.010169,-0.001677,2.14883,1.91683,-1.87813,LS+MCMC,1.82,0.55,-0.18,0.0295,,,85.55,,,1549,,,1364.15,1227.34,-395.19,7.22,3.2,-3.2,39.3,1,728,1,q1_q17_dr25_tce,6153,174,-196,4.487,0.052,-0.208,0.962,0.292,-0.097,1.036,0.144,-0.144,293.87265,46.714951,15.134
1284,10006581,K01595.01,Kepler-902 b,CONFIRMED,CANDIDATE,1,0,0,0,0,40.1097817,0.0001409,-0.0001409,142.08227,0.00285,-0.00285,0.016,0.432,-0.016,5.2096,0.0869,-0.0869,732,20.8,-20.8,0.024334,0.000859,-0.000438,2.57107,0.08836,-0.8737,LS+MCMC,3.11,0.48,-0.54,0.223,,,89.98,,,556,,,22.65,9.49,-7.96,60.24,2.1,-2.1,40.3,1,34,1,q1_q17_dr25_tce,5509,82,-71,4.265,0.168,-0.112,1.169,0.183,-0.203,0.918,0.072,-0.039,289.73169,46.953819,14.904
1285,5972334,K00191.03,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,0.708621057,1.357E-06,-1.357E-06,133.36565,0.00166,-0.00166,0.033,0.468,-0.033,1.5041,0.0526,-0.0526,187.5,7.3,-7.3,0.012345,0.000631,-0.000296,1.89129,0.15662,-0.82834,LS+MCMC,1.2,0.12,-0.09,0.0149,,,89.49,,,1846,,,2741.07,857.46,-579.6,3.689,0.305,-0.305,30.5,4,1324,3,q1_q17_dr25_tce,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,0.874,0.055,-0.046,295.28723,41.221958,14.991
1286,6616218,K01692.02,Kepler-314 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,2.46106962,1.28E-05,-1.28E-05,133.32138,0.00431,-0.00431,0.575,0.366,-0.356,2.184,0.11,-0.11,84.2,5.3,-5.3,0.008661,0.002724,-0.000431,1.15264,1.15361,-0.02648,LS+MCMC,0.84,0.1,-0.04,0.0354,,,85.4,,,1195,,,483.09,164.9,-73.83,7.17,2.4,-2.4,18,2,242,2,q1_q17_dr25_tce,5418,98,-108,4.534,0.024,-0.102,0.886,0.104,-0.037,0.978,0.037,-0.067,294.6741,42.075581,12.557
1287,6696462,K01693.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0,3.403743926,2.892E-06,-2.892E-06,137.232574,0.000682,-0.000682,1.075,14.74,-0.064,1.5017,0.04,-0.04,815.9,17.4,-17.4,0.115663,14.71942,-0.054981,0.23738,14.95634,-0.08299,LS+MCMC,10.77,2.74,-0.98,0.0429,,,78.2,,,1101,,,346.98,260.77,-93.62,5.26,2.6,-2.6,59.5,1,393,1,q1_q17_dr25_tce,5596,152,-169,4.533,0.044,-0.165,0.853,0.217,-0.078,0.906,0.095,-0.095,293.25916,42.126629,14.98
1288,7220429,K01700.01,Kepler-931 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.03753796,2.269E-05,-2.269E-05,139.3582,0.00237,-0.00237,0.821,0.097,-0.578,2.9118,0.068,-0.068,286.5,10.5,-10.5,0.017584,0.000213,-0.002308,0.60017,1.99652,-0.4035,LS+MCMC,1.54,0.2,-0.17,0.0719,,,86.29,,,744,,,72.44,31.29,-22.28,12.7,6,-6,31.1,1,168,1,q1_q17_dr25_tce,5044,151,-151,4.511,0.085,-0.57,0.804,0.103,-0.093,0.764,0.095,-0.055,297.13263,42.76825,14.471
1289,7222086,K01701.01,,FALSE POSITIVE,FALSE POSITIVE,0.983,0,1,0,0,2.43902575,5.941E-06,-5.941E-06,133.58474,0.00206,-0.00206,0.483,0.046,-0.426,1.1598,0.0723,-0.0723,82.5,5.3,-5.3,0.008574,0.000363,-0.000338,9.18017,8.90332,-0.97381,LS+MCMC,2.61,0.55,-0.56,0.0436,,,88.05,,,2307,,,6700.04,3618.22,-2733.72,14.24,6.9,-6.9,20.5,1,551,1,q1_q17_dr25_tce,6546,78,-78,3.817,0.165,-0.135,2.784,0.59,-0.59,1.852,0.103,-0.19,297.51907,42.777061,11.041
1290,12406749,K01476.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,56.3587987,0.0002655,-0.0002655,222.31819,0.00368,-0.00368,0.906,0.009,-0.038,6.927,0.268,-0.268,2559.6,68.8,-68.8,0.056204,0.000786,-0.002756,0.22873,0.07775,-0.10922,LS+MCMC,5.04,0.96,-0.52,0.2698,,,88.46,,,419,,,7.29,4.34,-2.1,33.7,11.5,-11.5,44.4,1,22,1,q1_q17_dr25_tce,5446,162,-162,4.525,0.072,-0.126,0.821,0.157,-0.085,0.824,0.096,-0.08,290.85413,51.222809,15.792
1291,8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,0.693,0,0,0,0,242.467406,0.0026,-0.0026,150.85827,0.00742,-0.00742,0.173,0.263,-0.173,12.808,0.265,-0.265,340.3,15.2,-15.2,0.016782,0.000636,-0.000454,0.97923,0.11409,-0.27844,LS+MCMC,1.73,0.21,-0.22,0.7106,,,89.93,,,286,,,1.59,0.59,-0.45,144.9,16.9,-16.9,23.2,2,6,2,q1_q17_dr25_tce,5637,113,-101,4.399,0.132,-0.088,0.943,0.117,-0.117,0.813,0.072,-0.036,293.26093,44.868889,13.749
1292,7811397,K01477.01,,CANDIDATE,CANDIDATE,0.922,0,0,0,0,169.4976085,0.0006769,-0.0006769,228.99997,0.00276,-0.00276,0.625,0.047,-0.406,7.77,0.2,-0.2,12192,169,-169,0.105415,0.005415,-0.005368,2.31011,2.08862,-0.03255,LS+MCMC,9.06,0.9,-0.28,0.5754,,,89.76,,,272,,,1.29,0.37,-0.14,152,68.7,-68.7,82.8,1,6,1,q1_q17_dr25_tce,5270,84,-73,4.592,0.009,-0.077,0.787,0.078,-0.024,0.9,0.033,-0.06,287.65396,43.505718,15.917
1293,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,0.961,0,0,0,0,76.13622222,5.204E-05,-5.204E-05,199.476237,0.000554,-0.000554,0.044,0.253,-0.044,7.9393,0.0329,-0.0329,2949.5,10,-10,0.049061,0.000527,-0.000172,1.47766,0.01345,-0.25182,LS+MCMC,4.78,0.6,-0.31,0.3403,,,89.97,,,399,,,6.01,2.24,-1.15,76.789,0.699,-0.699,339.4,1,16,1,q1_q17_dr25_tce,5591,111,-111,4.494,0.053,-0.098,0.892,0.113,-0.057,0.904,0.056,-0.056,288.84863,51.209049,12.45
1294,9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.9883872,2.686E-05,-2.686E-05,358.2335,0.00369,-0.00369,0.939,0.008,-0.024,9.142,0.293,-0.293,638.2,14.4,-14.4,0.028768,0.000431,-0.001011,0.00612,0.00176,-0.00113,LS+MCMC,2.59,0.74,-0.25,0.0553,,,62.07,,,990,,,227.27,197.71,-64.86,2.004,0.576,-0.576,52.9,1,174,1,q1_q17_dr25_tce,5819,174,-192,4.565,0.034,-0.184,0.823,0.238,-0.079,0.91,0.101,-0.111,296.43814,46.61536,15.752
