,kepid,kepoi_name,kepler_name,koi_disposition,koi_score (1 = planet),orbital_period (days),planet_radius(to_Earth),planet_star_dist (AU),planet_canidates,num_accecpted_koi,sun_radius (solar_radii),sun_mass (solar_mass)
2626,11565924,K02837.01,Kepler-1364 b,CONFIRMED,1.0,13.32191461,2.88,10.51,1,1.0,2.274,1.584
2627,6607357,K02838.01,Kepler-1365 b,CONFIRMED,0.996,7.69994466,0.92,13.38,2,1.0,1.104,0.946
2628,6607357,K02838.02,Kepler-1365 c,CONFIRMED,0.936,4.77466043,0.81,9.667,2,2.0,1.104,0.946
2629,9451706,K00271.02,Kepler-127 c,CONFIRMED,1.0,29.39337161,2.5,28.01,3,1.0,1.352,1.225
2630,6186964,K02839.01,Kepler-1366 b,CONFIRMED,1.0,2.164570593,1.27,12.4,1,1.0,0.5539999999999999,0.578
2633,9693006,K02913.01,Kepler-1385 b,CONFIRMED,0.997,2.88878583,0.84,7.26,1,1.0,1.331,1.139
2637,5128673,K02698.01,Kepler-1316 b,CONFIRMED,0.95,87.97242270000002,3.39,47.14,1,1.0,1.159,0.988
2638,6690836,K02699.01,Kepler-1317 b,CONFIRMED,1.0,0.568874717,1.49,3.675,1,1.0,0.78,0.889
2644,12024120,K00265.01,Kepler-507 b,CONFIRMED,0.999,3.568099612,1.36,7.32,1,1.0,1.334,1.107
2645,8210018,K02762.01,Kepler-1341 b,CONFIRMED,1.0,132.9955503,2.51,103.8,1,1.0,0.659,0.687
2646,3642289,K00301.01,Kepler-135 b,CONFIRMED,1.0,6.002548291,2.33,4.96,2,1.0,1.36,1.257
2647,3642289,K00301.02,Kepler-135 c,CONFIRMED,1.0,11.44865823,1.32,10.31,2,2.0,1.36,1.257
2648,3662838,K00302.01,Kepler-516 b,CONFIRMED,1.0,24.85466504,7.61,14.63,2,1.0,2.527,1.7
2649,5966322,K00303.01,Kepler-517 b,CONFIRMED,0.995,60.92818866,2.78,75.319,1,1.0,1.023,0.871
2650,6029239,K00304.01,Kepler-518 b,CONFIRMED,1.0,8.512037736,2.14,30.4132,2,1.0,0.8809999999999999,0.979
2654,12404954,K00361.01,Kepler-537 b,CONFIRMED,1.0,3.247548814,1.41,9.54,1,1.0,0.975,1.091
2659,9070666,K03008.01,Kepler-1408 b,CONFIRMED,0.603,2.99792926,1.12,4.85,1,1.0,1.645,1.136
2660,3642335,K03010.01,Kepler-1410 b,CONFIRMED,0.996,60.8660974,1.39,108.315,1,1.0,0.522,0.539
2666,6196457,K00285.01,Kepler-92 b,CONFIRMED,1.0,13.74883059,3.63,13.44,3,1.0,1.67,1.142
2669,6063220,K00305.01,Kepler-99 b,CONFIRMED,1.0,4.6035752930000005,1.51,14.81,1,1.0,0.741,0.805
2670,6071903,K00306.01,Kepler-519 b,CONFIRMED,1.0,24.30784323,2.14,66.4,1,1.0,0.82,0.913
2671,6289257,K00307.01,Kepler-520 b,CONFIRMED,1.0,19.67409703,1.78,17.74,2,1.0,1.031,1.027
2672,10905239,K00046.01,Kepler-101 b,CONFIRMED,1.0,3.487688776,5.64,7.19235,2,1.0,1.5930000000000002,1.074
2673,11623629,K00365.01,Kepler-538 b,CONFIRMED,0.755,81.737872,2.16,95.4,2,1.0,0.873,0.882
2675,4815520,K00367.01,Kepler-1656 b,CONFIRMED,0.998,31.578651216,4.52,118.027,1,1.0,0.99,0.987
2677,7175184,K00369.01,Kepler-144 b,CONFIRMED,1.0,5.88527364,1.59,18.35,2,1.0,1.431,1.072
2680,7347246,K03014.01,Kepler-1411 b,CONFIRMED,0.941,86.1160885,3.11,111.52,1,1.0,1.053,1.15
2681,11403530,K03015.01,Kepler-1412 b,CONFIRMED,0.939,3.61460332,0.9,8.624,1,1.0,1.375,0.999
2682,5088536,K00282.02,Kepler-130 b,CONFIRMED,0.999,8.45744892,1.02,17.27,3,2.0,1.137,0.95
2687,5096590,K03093.01,Kepler-1424 b,CONFIRMED,0.996,29.6099055,1.74,7.57,1,1.0,1.122,0.977
2689,6289257,K00307.02,Kepler-520 c,CONFIRMED,1.0,5.21104597,1.18,6.86,2,2.0,1.031,1.027
2693,7050989,K00312.01,Kepler-136 b,CONFIRMED,1.0,11.57890926,2.06,30.85,2,1.0,1.3030000000000002,1.193
2694,7175184,K00369.02,Kepler-144 c,CONFIRMED,1.0,10.10463142,1.59,27.16,2,2.0,1.431,1.072
2695,8494142,K00370.01,Kepler-145 c,CONFIRMED,0.999,42.88247951,3.61,31.62,2,1.0,1.763,1.24
2696,11554435,K00063.01,Kepler-63 b,CONFIRMED,0.999,9.43414171,5.73,23.4,1,1.0,0.8859999999999999,0.943
2697,8494142,K00370.02,Kepler-145 b,CONFIRMED,0.989,22.95062278,2.17,26.6,2,2.0,1.763,1.24
2699,6471021,K00372.01,Kepler-539 b,CONFIRMED,0.006,125.6291479,10.02,102.7,1,1.0,1.111,0.972
2705,7582689,K03097.01,Kepler-431 d,CONFIRMED,0.983,11.9216035,0.87,7.13,3,1.0,1.082,1.081
2706,7582689,K03097.02,Kepler-431 b,CONFIRMED,0.982,6.80257947,0.73,5.39,3,2.0,1.082,1.081
2707,7582689,K03097.03,Kepler-431 c,CONFIRMED,1.0,8.70312154,0.72,6.65,3,3.0,1.082,1.081
2710,6196457,K00285.02,Kepler-92 c,CONFIRMED,0.976,26.723169,2.31,24.3117,3,2.0,1.67,1.142
2711,7050989,K00312.02,Kepler-136 c,CONFIRMED,0.998,16.39926461,1.94,36.99,2,2.0,1.3030000000000002,1.193
2712,7419318,K00313.01,Kepler-137 c,CONFIRMED,1.0,18.73577127,2.1,31.0,2,1.0,0.795,0.8140000000000001
2713,7419318,K00313.02,Kepler-137 b,CONFIRMED,1.0,8.43639829,1.5,17.5,2,2.0,0.795,0.8140000000000001
2714,7603200,K00314.01,Kepler-138 c,CONFIRMED,1.0,13.78109471,1.42,39.5,3,1.0,0.503,0.505
2715,7603200,K00314.02,Kepler-138 d,CONFIRMED,1.0,23.08902241,1.24,100.7,3,2.0,0.503,0.505
2716,10905239,K00046.02,Kepler-101 c,CONFIRMED,0.917,6.02977241,1.18,10.87,2,2.0,1.5930000000000002,1.074
2718,8686097,K00374.01,Kepler-540 b,CONFIRMED,0.992,172.70460830000005,2.85,119.0,1,1.0,1.116,0.91
2719,12356617,K00375.01,Kepler-1704 b,CONFIRMED,,988.8811177,10.81,1334.0,1,,1.5490000000000002,1.105
2722,3323887,K00377.01,Kepler-9 b,CONFIRMED,0.0,19.270825843,7.74,37.84,3,2.0,0.956,1.034
2725,9716391,K03025.01,Kepler-1413 b,CONFIRMED,0.958,13.1829329,1.84,28.6,1,1.0,0.8270000000000001,0.928
2726,6929841,K03026.01,Kepler-1414 b,CONFIRMED,0.998,3.51575492,1.35,19.69,1,1.0,0.901,0.833
2727,5088536,K00282.03,Kepler-130 d,CONFIRMED,0.894,87.51777870000002,1.85,66.7,3,3.0,1.137,0.95
2729,11508644,K03101.01,Kepler-1426 b,CONFIRMED,0.998,14.2563272,1.73,10.97,1,1.0,1.027,1.094
2731,8895758,K03106.01,Kepler-1427 b,CONFIRMED,0.877,0.968980781,1.08,4.9539,1,1.0,1.0,1.083
2733,7603200,K00314.03,Kepler-138 b,CONFIRMED,0.999,10.31282204,0.59,39.47,3,3.0,0.503,0.505
2735,8008067,K00316.01,Kepler-139 b,CONFIRMED,1.0,15.77111067,2.62,24.33,3,1.0,1.143,1.025
2736,8008067,K00316.02,Kepler-139 c,CONFIRMED,1.0,157.0659976,2.63,150.72,3,2.0,1.143,1.025
2738,3323887,K00377.02,Kepler-9 c,CONFIRMED,,38.90787517,7.98,54.34,3,,0.956,1.034
2740,3323887,K00377.03,Kepler-9 d,CONFIRMED,,1.59295975,1.48,6.399,3,,0.956,1.034
2750,11572193,K03109.01,Kepler-1428 b,CONFIRMED,0.989,10.6761592,1.79,16.49,1,1.0,1.4340000000000002,1.388
2751,11285870,K03110.01,Kepler-1429 b,CONFIRMED,0.972,4.48494315,1.23,12.03,1,1.0,1.051,1.1
2754,6196457,K00285.03,Kepler-92 d,CONFIRMED,0.476,49.3567907,1.91,33.45,3,3.0,1.67,1.142
2755,8121310,K00317.01,Kepler-521 b,CONFIRMED,0.999,22.20809549,3.02,23.5971,2,1.0,1.403,1.324
2756,8156120,K00318.01,Kepler-522 b,CONFIRMED,0.987,38.5833679,8.56,12.24,1,1.0,1.927,1.486
2759,8753657,K00321.01,Kepler-406 b,CONFIRMED,1.0,2.426304127,1.41,5.21,2,1.0,0.97,1.043
2764,3942670,K00392.01,Kepler-147 c,CONFIRMED,1.0,33.416055300000004,2.98,11.21,2,1.0,1.42,1.108
2765,3942670,K00392.02,Kepler-147 b,CONFIRMED,0.993,12.6119685,1.33,10.88,2,2.0,1.42,1.108
2767,10585738,K03032.01,Kepler-1415 b,CONFIRMED,0.973,0.636424848,1.31,4.981,1,1.0,0.885,0.988
2772,7676423,K03113.01,Kepler-1430 b,CONFIRMED,1.0,2.46050095,1.03,10.26,1,1.0,0.634,0.62
2774,11714231,K03115.01,Kepler-1431 b,CONFIRMED,0.998,5.8660127,1.45,9.67,1,1.0,1.04,1.051
2775,11720424,K03116.01,Kepler-1432 b,CONFIRMED,0.98,23.9107056,1.91,34.2,1,1.0,1.091,1.137
2777,8753657,K00321.02,Kepler-406 c,CONFIRMED,0.996,4.62334491,0.77,10.89,2,2.0,0.97,1.043
2779,9139084,K00323.01,Kepler-523 b,CONFIRMED,1.0,5.83599485,1.92,21.91,1,1.0,0.828,0.872
2785,3353050,K00384.01,Kepler-541 b,CONFIRMED,1.0,5.080057900000001,3.95,5.94,1,1.0,2.52,1.359
2786,3446746,K00385.01,Kepler-542 b,CONFIRMED,1.0,13.14496741,1.59,22.82,1,1.0,0.888,0.862
2787,5695396,K00283.01,Kepler-131 b,CONFIRMED,0.976,16.09196369,2.13,36.55,3,1.0,1.016,0.978
2790,8051946,K03038.01,Kepler-1416 b,CONFIRMED,0.993,1.4951513,1.44,1.319,1,1.0,1.452,1.008
2791,5445681,K03039.01,Kepler-1417 b,CONFIRMED,0.915,20.3504704,1.01,21.33,1,1.0,1.002,0.942
2794,11499192,K03120.01,Kepler-1433 b,CONFIRMED,0.998,4.13592927,1.43,13.27,1,1.0,1.152,1.072
2795,12416661,K03122.01,Kepler-1434 b,CONFIRMED,0.999,8.05337912,1.28,11.5,1,1.0,2.062,1.466
2800,9881662,K00327.01,Kepler-140 b,CONFIRMED,1.0,3.254277742,1.38,8.05,2,1.0,1.089,1.092
2801,9881662,K00327.02,Kepler-140 c,CONFIRMED,1.0,91.3514816,1.57,81.21,2,2.0,1.089,1.092
2803,3656121,K00386.01,Kepler-146 b,CONFIRMED,1.0,31.158824900000006,3.56,47.234,2,1.0,1.155,1.015
2805,3656121,K00386.02,Kepler-146 c,CONFIRMED,0.973,76.7324556,3.08,85.9,2,2.0,1.155,1.015
2806,3733628,K00387.01,Kepler-543 b,CONFIRMED,1.0,13.89963233,2.46,20.27,1,1.0,0.6629999999999999,0.65
2814,8751796,K03125.01,Kepler-1435 b,CONFIRMED,0.957,4.45342418,0.9,7.77,1,1.0,1.269,1.087
2816,9907129,K03127.01,Kepler-1436 b,CONFIRMED,1.0,9.705693,2.07,3.76,1,1.0,1.385,1.056
2818,9527334,K00049.01,Kepler-461 b,CONFIRMED,1.0,8.31377304,2.74,22.0,1,1.0,0.951,1.065
2820,11361646,K00330.01,Kepler-524 b,CONFIRMED,1.0,7.97420583,1.85,11.487,2,1.0,1.081,1.036
2821,11361646,K00330.02,Kepler-524 c,CONFIRMED,0.998,1.88899036,0.83,4.209,2,2.0,1.081,1.036
2822,10285631,K00331.01,Kepler-525 b,CONFIRMED,1.0,18.68405716,3.64,11.43,2,1.0,1.614,1.038
2823,3964109,K00393.01,Kepler-544 b,CONFIRMED,1.0,21.41624083,2.09,23.413,1,1.0,1.18,1.085
2825,3544595,K00069.01,Kepler-93 b,CONFIRMED,1.0,4.72674037,1.56,9.6,1,1.0,0.894,0.866
2830,5695396,K00283.02,Kepler-131 c,CONFIRMED,0.983,25.5172744,0.83,39.3,3,2.0,1.016,0.978
2831,9714550,K03048.01,Kepler-1695 b,CONFIRMED,1.0,4.73292061,0.97,20.8,1,1.0,0.7959999999999999,0.89
2832,6263593,K03049.01,Kepler-1418 b,CONFIRMED,0.799,22.4765952,1.21,50.18,1,1.0,0.5670000000000001,0.5920000000000001
2837,11455181,K03131.01,Kepler-1437 b,CONFIRMED,1.0,10.9294815,1.21,14.09,1,1.0,0.8640000000000001,0.959
2839,10290666,K00332.01,Kepler-526 b,CONFIRMED,1.0,5.45849914,1.91,8.08,2,1.0,1.135,1.172
2840,10337258,K00333.01,Kepler-527 b,CONFIRMED,1.0,13.28536452,4.03,10.75,1,1.0,1.9,1.238
2844,12314973,K00279.02,Kepler-450 c,CONFIRMED,0.998,15.4130812,2.59,16.77,3,2.0,1.5730000000000002,1.305
2852,2716801,K03053.01,Kepler-1419 b,CONFIRMED,0.959,42.5217006,2.45,50.9,2,1.0,0.914,1.006
2854,7216284,K03056.01,Kepler-1420 b,CONFIRMED,0.972,6.69958851,1.24,18.35,1,1.0,0.799,0.901
2859,5440317,K03141.01,Kepler-1438 b,CONFIRMED,0.893,2.31941571,1.24,10.19,1,1.0,1.248,1.023
2860,10545066,K00337.01,Kepler-528 b,CONFIRMED,1.0,19.7830259,2.1,28.01,2,1.0,1.099,0.953
2862,10552611,K00338.01,Kepler-141 c,CONFIRMED,1.0,7.0106324,1.5,13.19,2,1.0,0.782,0.8240000000000001
2863,10552611,K00338.02,Kepler-141 b,CONFIRMED,0.999,3.10762684,0.73,7.35,2,2.0,0.782,0.8240000000000001
2864,10587105,K00339.01,Kepler-529 b,CONFIRMED,1.0,1.980356674,2.1,4.5,3,1.0,1.189,1.005
2865,10587105,K00339.02,Kepler-529 c,CONFIRMED,1.0,12.8344771,2.55,9.1,3,2.0,1.189,1.005
2868,11090556,K02977.01,Kepler-1398 b,CONFIRMED,1.0,2.7881793,1.02,6.329,2,1.0,1.385,1.029
2869,11090556,K02977.02,Kepler-1398 c,CONFIRMED,0.984,4.13827684,1.13,8.05,2,2.0,1.385,1.029
2871,3234843,K03057.01,Kepler-405 c,CONFIRMED,0.997,29.727220000000006,3.02,47.1,2,1.0,0.877,0.973
2872,6021275,K00284.01,Kepler-132 d,CONFIRMED,0.971,18.01019956,1.93,12.36,4,2.0,1.101,0.929
2873,3234843,K03057.02,Kepler-405 b,CONFIRMED,1.0,10.61368712,2.06,23.68,2,2.0,0.877,0.973
2877,5688790,K03144.01,Kepler-1439 b,CONFIRMED,0.858,8.07394097,1.59,11.67,1,1.0,0.398,0.428
2880,10908248,K03146.01,Kepler-1440 b,CONFIRMED,0.768,39.859505,1.62,35.5,1,1.0,1.2919999999999998,0.984
2882,10878263,K00341.01,Kepler-414 c,CONFIRMED,1.0,7.170710381,2.73,18.93,2,1.0,0.941,0.884
2883,10878263,K00341.02,Kepler-414 b,CONFIRMED,1.0,4.699652821,1.74,14.19,2,2.0,0.941,0.884
2884,10982872,K00343.01,Kepler-142 c,CONFIRMED,1.0,4.761705895,2.75,10.43,3,1.0,1.225,1.004
2885,10982872,K00343.02,Kepler-142 b,CONFIRMED,1.0,2.024143568,1.94,5.4,3,2.0,1.225,1.004
2887,4141376,K00280.01,Kepler-1655 b,CONFIRMED,1.0,11.87290814,2.25,16.91,1,1.0,1.04,1.014
2888,9468551,K02980.01,Kepler-1399 b,CONFIRMED,0.987,1.638652525,1.29,6.09,1,1.0,0.981,1.039
2889,9076971,K02981.01,Kepler-1400 b,CONFIRMED,0.254,9.06687613,1.9,8.82,1,1.0,0.789,0.745
2891,11019987,K03060.01,Kepler-1421 b,CONFIRMED,0.977,6.9131732,0.91,10.85,1,1.0,1.444,1.233
2893,10924562,K03063.01,Kepler-1422 b,CONFIRMED,1.0,18.6052046,1.94,21.03,1,1.0,1.238,1.298
2896,7534267,K03147.01,Kepler-1441 b,CONFIRMED,0.997,39.4420781,2.51,39.5,1,1.0,1.902,1.106
2900,10386922,K00289.02,Kepler-511 b,CONFIRMED,1.0,296.6375817,7.56,132.0,2,1.0,1.4169999999999998,0.958
2901,10982872,K00343.03,Kepler-142 d,CONFIRMED,0.998,41.8085031,1.67,41.48,3,3.0,1.225,1.004
2903,11015108,K00344.01,Kepler-530 b,CONFIRMED,1.0,39.30944096,2.87,53.61,1,1.0,0.863,0.932
2904,11074541,K00345.01,Kepler-531 b,CONFIRMED,1.0,29.88487723,2.81,39.9,1,1.0,0.7490000000000001,0.725
2905,11100383,K00346.01,Kepler-532 b,CONFIRMED,1.0,12.92489803,2.62,25.3,1,1.0,0.768,0.825
2914,6021275,K00284.02,Kepler-132 c,CONFIRMED,0.919,6.41491277,1.4,7.6,4,1.0,1.101,0.929
2919,10933561,K00291.01,Kepler-133 c,CONFIRMED,0.995,31.51779463,2.72,26.79,2,1.0,1.4,0.995
2920,10933561,K00291.02,Kepler-133 b,CONFIRMED,1.0,8.12999858,2.04,13.68,2,2.0,1.4,0.995
2923,11075737,K00292.01,Kepler-97 b,CONFIRMED,1.0,2.586639524,1.44,8.37,1,1.0,0.966,0.899
2925,11194032,K00348.01,Kepler-533 b,CONFIRMED,1.0,28.51117639,3.27,33.4,1,1.0,0.69,0.748
2926,11394027,K00349.01,Kepler-1664 b,CONFIRMED,1.0,14.38682567,2.54,52.42100000000001,1,1.0,1.072,0.944
2929,11442793,K00351.01,Kepler-90 h,CONFIRMED,0.0,331.5972732,10.89,190.456,7,1.0,1.2,1.089
2930,5520547,K02990.01,Kepler-1401 b,CONFIRMED,1.0,11.20058855,1.7,6.62,1,1.0,0.898,0.982
2932,8866102,K00042.01,Kepler-410 A b,CONFIRMED,1.0,17.83367834,2.43,30.706,1,1.0,1.337,1.208
2933,4143755,K00281.01,Kepler-510 b,CONFIRMED,1.0,19.55662003,2.45,15.1,1,1.0,1.36,0.8390000000000001
2935,11244137,K02994.01,Kepler-1402 b,CONFIRMED,0.996,2.03387483,1.6,4.9510000000000005,1,1.0,1.899,1.075
2937,5865654,K03071.01,Kepler-1423 b,CONFIRMED,0.933,23.9553986,2.84,43.6,1,1.0,1.781,0.926
2943,11259686,K00294.01,Kepler-512 b,CONFIRMED,0.59,34.4359387,2.78,46.043,1,1.0,1.3630000000000002,1.185
2944,11547513,K00295.01,Kepler-134 b,CONFIRMED,1.0,5.317440164,1.94,9.97,2,1.0,1.054,0.966
2945,11547513,K00295.02,Kepler-134 c,CONFIRMED,0.958,10.10575764,1.28,22.25,2,2.0,1.054,0.966
2946,11802615,K00296.01,Kepler-513 b,CONFIRMED,1.0,28.86236571,2.53,27.0,1,1.0,1.088,0.915
2947,11442793,K00351.02,Kepler-90 g,CONFIRMED,0.88,210.60138430000003,7.7,142.042,7,2.0,1.2,1.089
2949,11442793,K00351.03,Kepler-90 d,CONFIRMED,0.999,59.7371443,2.84,58.2791,7,3.0,1.2,1.089
2951,11521793,K00352.01,Kepler-143 c,CONFIRMED,1.0,27.08239734,3.25,18.9,2,1.0,1.305,0.993
2955,3848275,K02995.01,Kepler-1403 b,CONFIRMED,0.987,5.19492747,2.03,12.68,1,1.0,1.224,1.293
2956,12021625,K02996.01,Kepler-1404 b,CONFIRMED,1.0,15.931441199999998,1.77,41.2,1,1.0,0.721,0.7859999999999999
2958,4175630,K02998.01,Kepler-1405 b,CONFIRMED,1.0,28.227413,2.82,38.42,1,1.0,0.8490000000000001,0.94
2964,6021275,K00284.03,Kepler-132 b,CONFIRMED,0.998,6.17817366,1.22,9.42,4,3.0,1.101,0.929
2967,11905011,K00297.01,Kepler-514 b,CONFIRMED,1.0,5.65178922,2.03,6.39,1,1.0,1.463,1.29
2968,12785320,K00298.01,Kepler-515 b,CONFIRMED,1.0,19.96367208,1.5,32.6,2,1.0,0.79,0.79
2970,2692377,K00299.01,Kepler-98 b,CONFIRMED,1.0,1.5416765469999998,1.88,5.88,1,1.0,1.089,0.94
2973,11568987,K00354.01,Kepler-534 b,CONFIRMED,1.0,15.95995611,2.27,24.7,2,1.0,0.965,1.075
2975,11621223,K00355.01,Kepler-535 b,CONFIRMED,1.0,4.903321801000001,2.37,13.195,1,1.0,1.298,1.166
2976,11624249,K00356.01,Kepler-536 b,CONFIRMED,1.0,1.82708193,5.95,7.3464,1,1.0,1.769,0.8340000000000001
2980,3852655,K03002.01,Kepler-1406 b,CONFIRMED,0.996,11.62904159,1.31,12.24,1,1.0,1.131,0.945
2982,5088536,K00282.01,Kepler-130 c,CONFIRMED,1.0,27.50871575,2.98,29.99,3,1.0,1.137,0.95
2983,6103377,K03004.01,Kepler-1407 b,CONFIRMED,0.983,20.0708757,3.2,19.11,2,1.0,1.513,1.12
2990,8037145,K00520.03,Kepler-176 d,CONFIRMED,1.0,25.75274977,2.27,63.0,4,2.0,0.826,0.789
2993,8806123,K00523.01,Kepler-177 c,CONFIRMED,0.989,49.41121127,6.77,41.87,2,1.0,1.015,1.021
2994,8806123,K00523.02,Kepler-177 b,CONFIRMED,1.0,36.8567758,2.68,38.43,2,2.0,1.015,1.021
2996,8355239,K00574.02,Kepler-189 b,CONFIRMED,0.999,10.39986173,1.5,15.97,2,2.0,0.826,0.789
2998,8367113,K00575.01,Kepler-606 b,CONFIRMED,1.0,24.31574009,2.8,35.5,1,1.0,1.047,1.104
3002,9115800,K00421.01,Kepler-548 b,CONFIRMED,1.0,4.454194254,11.76,14.918,1,1.0,0.915,0.812
3004,9478990,K00423.01,Kepler-39 b,CONFIRMED,1.0,21.0871953,14.43,29.494,2,1.0,1.5219999999999998,1.0659999999999998
3006,6850504,K00070.04,Kepler-20 e,CONFIRMED,0.999,6.09855603,0.84,15.42,5,4.0,0.925,0.8759999999999999
3008,10934674,K00477.01,Kepler-567 b,CONFIRMED,1.0,16.54295261,2.31,31.84,1,1.0,0.867,0.904
3009,10990886,K00478.01,Kepler-568 b,CONFIRMED,1.0,11.023474797999999,2.46,42.6,1,1.0,0.537,0.551
3010,11015323,K00479.01,Kepler-569 b,CONFIRMED,1.0,34.18884323,2.97,50.37,1,1.0,0.925,0.888
3011,11134879,K00480.01,Kepler-570 b,CONFIRMED,1.0,4.30165843,2.42,13.56,1,1.0,0.865,0.8809999999999999
3012,11192998,K00481.01,Kepler-166 b,CONFIRMED,1.0,7.650243512999999,2.3,21.843000000000004,3,1.0,0.746,0.835
3016,5866724,K00085.01,Kepler-65 c,CONFIRMED,1.0,5.859935955,2.56,11.3257,3,1.0,1.4240000000000002,1.231
3017,9157634,K00526.01,Kepler-586 b,CONFIRMED,1.0,2.104721971,2.89,9.431,1,1.0,0.975,1.091
3020,8565266,K00578.01,Kepler-608 b,CONFIRMED,1.0,6.412512952999999,3.89,8.14,1,1.0,1.108,1.038
3021,8616637,K00579.01,Kepler-190 b,CONFIRMED,1.0,2.019997006,1.46,7.58,2,1.0,0.787,0.823
3022,8616637,K00579.02,Kepler-190 c,CONFIRMED,1.0,3.763041531,1.63,12.21,2,2.0,0.787,0.823
3023,8625925,K00580.01,Kepler-609 b,CONFIRMED,1.0,6.521209629,2.54,15.82,1,1.0,0.898,0.994
3024,8822216,K00581.01,Kepler-610 b,CONFIRMED,1.0,6.996926239,3.21,20.1734,2,1.0,0.893,1.01
3029,10189546,K00427.02,Kepler-549 b,CONFIRMED,1.0,42.949522,2.98,62.26,3,2.0,0.986,0.8590000000000001
3030,10189546,K00427.03,Kepler-549 c,CONFIRMED,0.995,117.033521,2.68,132.1,3,3.0,0.986,0.8590000000000001
3032,11192998,K00481.02,Kepler-166 d,CONFIRMED,1.0,1.55400389,1.59,6.877000000000002,3,2.0,0.746,0.835
3033,11192998,K00481.03,Kepler-166 c,CONFIRMED,1.0,34.25951418,2.41,56.43899999999999,3,3.0,0.746,0.835
3036,11497977,K00483.01,Kepler-571 b,CONFIRMED,1.0,4.79860021,2.51,10.14,1,1.0,0.847,0.946
3038,9941859,K00528.01,Kepler-178 b,CONFIRMED,1.0,9.57665962,2.88,22.293000000000006,3,1.0,1.0759999999999998,0.8859999999999999
3039,9941859,K00528.02,Kepler-178 d,CONFIRMED,1.0,96.6781852,3.29,126.0,3,2.0,1.0759999999999998,0.8859999999999999
3040,9941859,K00528.03,Kepler-178 c,CONFIRMED,1.0,20.55280311,2.99,60.9,3,3.0,1.0759999999999998,0.8859999999999999
3042,10266615,K00530.01,Kepler-587 b,CONFIRMED,1.0,10.94026745,2.08,29.6,1,1.0,0.8640000000000001,0.961
3043,6444896,K03138.02,Kepler-1649 c,CONFIRMED,0.374,19.5352551,0.53,113.4,2,2.0,0.118,0.096
3045,8822216,K00581.02,Kepler-610 c,CONFIRMED,0.962,151.863949,2.41,138.6,2,2.0,0.893,1.01
3046,9020160,K00582.01,Kepler-191 d,CONFIRMED,0.989,5.945043547999999,2.69,11.63,3,1.0,0.868,0.81
3048,9020160,K00582.02,Kepler-191 c,CONFIRMED,0.994,17.73842886,2.47,26.3,3,2.0,0.868,0.81
3050,9020160,K00582.03,Kepler-191 b,CONFIRMED,0.5589999999999999,9.93962361,1.93,9.14,3,3.0,0.868,0.81
3051,10418224,K00428.01,Kepler-40 b,CONFIRMED,1.0,6.8731664000000015,13.44,8.1021,1,1.0,2.1790000000000003,1.516
3052,10616679,K00429.01,Kepler-550 b,CONFIRMED,1.0,8.600099313,4.17,17.164,1,1.0,0.805,0.748
3053,10717241,K00430.01,Kepler-551 b,CONFIRMED,1.0,12.37646897,2.53,32.4,2,1.0,0.607,0.622
3056,10843590,K00431.01,Kepler-153 b,CONFIRMED,1.0,18.87022157,2.82,47.27,2,1.0,0.865,0.774
3057,6850504,K00070.05,Kepler-20 f,CONFIRMED,0.963,19.5776073,0.9,44.5677,5,5.0,0.925,0.8759999999999999
3058,12061222,K00484.01,Kepler-572 b,CONFIRMED,1.0,17.20522898,2.22,36.887,1,1.0,0.6890000000000001,0.7659999999999999
3060,12404305,K00486.01,Kepler-573 b,CONFIRMED,1.0,22.18332255,2.78,33.8,1,1.0,1.03,0.889
3062,12834874,K00487.01,Kepler-574 b,CONFIRMED,1.0,7.65880048,2.19,19.687,1,1.0,0.855,0.858
3063,2557816,K00488.01,Kepler-575 b,CONFIRMED,1.0,9.3789167,2.03,16.56,1,1.0,0.8079999999999999,0.741
3064,10454313,K00532.01,Kepler-588 b,CONFIRMED,1.0,4.2216261930000005,2.87,6.18,1,1.0,0.987,1.053
3065,10513530,K00533.01,Kepler-589 b,CONFIRMED,1.0,16.54967098,2.95,15.46,2,1.0,0.916,0.8320000000000001
3066,5866724,K00085.02,Kepler-65 b,CONFIRMED,1.0,2.154911236,1.42,5.3,3,2.0,1.4240000000000002,1.231
3069,10554999,K00534.01,Kepler-179 c,CONFIRMED,1.0,6.400157105,2.52,12.36,2,1.0,0.7659999999999999,0.856
3070,9076513,K00583.01,Kepler-611 b,CONFIRMED,1.0,2.437029217,2.04,5.928,1,1.0,1.329,0.968
3071,9146018,K00584.01,Kepler-192 b,CONFIRMED,1.0,9.9267215,2.76,16.08,3,1.0,0.982,0.947
3072,9146018,K00584.02,Kepler-192 c,CONFIRMED,1.0,21.22349325,2.63,21.2,3,2.0,0.982,0.947
3073,9146018,K00584.03,Kepler-192 d,CONFIRMED,0.932,6.47027706,1.15,10.34,3,3.0,0.982,0.947
3074,9279669,K00585.01,Kepler-612 b,CONFIRMED,1.0,3.722158895,2.33,11.42,1,1.0,0.8059999999999999,0.897
3075,10843590,K00431.02,Kepler-153 c,CONFIRMED,0.997,46.90264310000001,2.6,73.0,2,2.0,0.865,0.774
3076,10858832,K00432.01,Kepler-552 b,CONFIRMED,1.0,5.2634152180000005,3.77,11.0,1,1.0,1.028,1.098
